x1,x2,label
0.3496714153011233,0.6861735698828815,1
0.36476885381006924,0.8523029856408025,1
0.2765846625276664,0.6765863043050819,1
0.45792128155073913,0.7767434729152909,1
0.2530525614065048,0.7542560043585964,1
0.25365823071875376,0.6534270246429743,1
0.3241962271566034,0.5086719755342202,1
0.1275082167486967,0.6437712470759027,1
0.19871688796655762,0.7314247332595274,1
0.2091975924478789,0.5587696298664708,1
0.4465648768921554,0.6774223699513464,1
0.3067528204687924,0.5575251813786543,1
0.24556172754748173,0.7110922589709866,1
0.1849006422577697,0.7375698018345671,1
0.2399361310081195,0.6708306250206723,1
0.2398293387770603,0.8852278184508937,1
0.2986502775262066,0.5942289071044099,1
0.3822544912103189,0.5779156350028978,1
0.3208863595004755,0.5040329876120224,1
0.16718139511015692,0.7196861235869123,1
0.37384665799954103,0.717136828118997,1
0.28843517176117595,0.6698896304410711,1
0.15214780096325725,0.6280155791605291,1
0.25393612290402123,0.8057122226218916,1
0.33436182895684613,0.5236959844637266,1
0.3324083969394795,0.6614917719583683,1
0.2323077999694041,0.7611676288840867,1
0.4030999522495951,0.7931280119116199,1
0.21607824767773615,0.6690787624148785,1
0.3331263431403564,0.7975545127122359,1
0.252082576215471,0.6814341023336182,1
0.18936650259939716,0.5803793375919328,1
0.3812525822394198,0.8356240028570823,1
0.2927989878419666,0.8003532897892024,1
0.3361636025047634,0.6354880245394875,1
0.3361395605508414,0.8538036566465969,1
0.29641739608900486,0.8564643655814006,1
0.03802548959102553,0.7821902504375223,1
0.3087047068238171,0.6700992649534132,1
0.3091760776535502,0.5012431085399107,1
0.2780328112162488,0.7357112571511746,1
0.4477894044741516,0.6481729781726352,1
0.21915063971068122,0.6498242956415463,1
0.3915402117702074,0.7328751109659684,1
0.2470239796232961,0.7513267433113355,1
0.309707754934804,0.7968644990532889,1
0.22979469061226476,0.6672337853402232,1
0.26078918468678425,0.5536485051867881,1
0.3296120277064576,0.7261055272179889,1
0.3005113456642461,0.6765412866624853,1
0.6025318329772678,0.3787084603742452,2
0.8158595579007404,0.21793176816482895,2
0.7963376129244322,0.34127809269364984,2
0.782206015999449,0.48967929826539475,2
0.6754611883997129,0.22462638356425102,2
0.6110485570374476,0.21841897150345616,2
0.6922898290585895,0.3341151974816644,2
0.7276690799330019,0.38271832490360236,2
0.7013001891877907,0.4453534077157317,2
0.6735343166762043,0.5720169166589619,2
0.7625667347765006,0.21428424435837173,2
0.5929107501938887,0.3482472415243185,2
0.6776537214674149,0.3714000494092092,2
0.7473237624573544,0.2927171087343127,2
0.6153206281931595,0.14851527753141353,2
0.6553485047932979,0.38563987943234723,2
0.7214093744130203,0.17542612212880118,2
0.7173180925851181,0.33853173797288366,2
0.6116142563798866,0.3153725105945528,2
0.7058208718446,0.18570297021693766,2
0.7357787360348282,0.3560784526368234,2
0.8083051243175277,0.4053802052034903,2
0.5622330632042909,0.2062174960084877,2
0.751503526720866,0.3513785950912209,2
0.7515047686306048,0.6852731490654722,2
0.7570890510693167,0.4135565640180599,2
0.7954001763493201,0.3651391251305798,2
0.6684730755359654,0.37589692204932673,2
0.6227174785462428,0.2763181393259991,2
0.6514636452170897,0.30818741393863225,2
0.9314658566673508,0.11327348074082516,2
0.7686260190374513,0.13872841288103482,2
0.6528068134210566,0.4088950596967366,2
0.7064280019095462,0.19222552220706937,2
0.6284696290740032,0.3679597748934676,2
0.6269633368282863,0.3216458589581975,2
0.7045571839903814,0.23483996523941827,2
0.9143944089325325,0.3633919022318011,2
0.49748574133423923,0.31864543147694274,2
0.6338213535231612,0.38524333347962236,2
0.6207479261567299,0.2885263558533101,2
0.7504987278980457,0.3865755194170121,2
0.5799703592944223,0.26654987641590516,2
0.6525054688839044,0.2346670767426288,2
0.8765454240281096,0.34049817109609554,2
0.5739116045664954,0.3917861947054776,2
0.9122156197012633,0.4032465260551147,2
0.5480630034045986,0.25157659271337485,2
0.8266911149186622,0.2292330534381219,2
0.7443819428146228,0.37746340534293366,2
