x1,x2,label
0.5137173009188168,0.5841679137114513,1
0.3842861212757043,0.795908246301127,1
0.35772765751000535,0.3282877996516615,1
0.6637816104035548,0.6119580118627205,1
0.5882638709820973,0.5888614741057774,1
0.4982680447744591,0.373109069894619,1
0.5107203834287268,0.40423487236597944,1
0.6379027551937021,0.4792029456632601,1
0.38325706685950583,0.4545491783979645,1
0.5583973262967034,0.4202773091981911,1
0.38372047653301816,0.5344625759468743,1
0.5346435047189989,0.4283074086037666,1
0.4333851239797325,0.5328168168558997,1
0.29520994847943716,0.300954564172785,1
0.3983966438496228,0.4698140143199198,1
0.5439689695913101,0.7086468771341519,1
0.6212913871032094,0.47738127617797055,1
0.4973107020879111,0.3582209375851929,1
0.4973818471997505,0.4591775037942982,1
0.5456392964859647,0.3830118780413613,1
0.5734466884011058,0.716762015834524,1
0.4846189923006601,0.5568106165556574,1
0.597601099306816,0.44325885671573173,1
0.5316914627002137,0.5017808343968452,1
0.5138134863287449,0.39067990798245045,1
0.5034662620853124,0.5704275937517942,1
0.7052226971094772,0.6356613812238542,1
0.8045059833676673,0.3914806669509779,1
0.6233647675188316,0.5259284751067863,1
0.8096849007080817,0.38568936024078265,1
0.38124539821670267,0.4152330791626376,1
0.1996357861614843,0.4256470117853307,1
0.3926424294390376,0.5212688932531296,1
0.548331593596611,0.7653306246148017,1
0.6344102281965405,0.4184135025979612,1
0.37294497871441856,0.5695678763935836,1
0.3132908293136082,0.7590073825598318,1
0.6667980214731004,0.43364854296582855,1
0.25772619147900355,0.6914664673266988,1
0.4838016197411632,0.6750536616119516,1
0.27451387807102245,0.41523557135910893,1
0.5007415711258466,0.5066440592870439,1
0.4363511306278212,0.5880842821648997,1
0.3490156709300548,0.479864500127919,1
0.5170123713861207,0.5727526376137285,1
0.6006375411779785,0.34095159009072373,1
0.2830434933516929,0.6806907889858624,1
0.5469962982708154,0.39414801887480566,1
0.7193660161085771,0.5163588636639509,1
0.6667778071771464,0.5095485552121012,1
0.5819097207261799,0.4648661749506915,2
0.3728141826667388,0.6287741033293167,2
0.49303585181079396,0.3988629514751524,2
0.508560785804153,0.4470460144930977,2
0.838597858196394,0.7246826901405232,2
0.5988724982522103,0.8092957072772846,2
0.6109415309973115,0.478196020142389,2
0.8154022727251755,0.6762133892677922,2
0.4533112421032189,0.5730820460009994,2
0.4761688790601835,0.4044425866424369,2
0.7309812848884699,0.870032290917373,2
0.40221267692097357,0.6796158729726635,2
0.5079852454490639,0.5311100675703768,2
0.5162228478073971,0.4778132535753635,2
0.6068619944307996,0.4824859075716008,2
0.6382483711054225,0.5928952584269046,2
0.5662076431418961,0.47165111604237797,2
0.5184322161922288,0.7068284516460421,2
0.6708403880364188,0.4617528114836938,2
0.6140477093519797,0.7062621860464889,2
0.36391044103408865,0.6768427353317358,2
0.5062908493348143,0.6806948375796477,2
0.4920588549212123,0.3447511254755795,2
0.36983074110078606,0.6068002383714514,2
0.6367303084387989,0.47211031640978796,2
0.6903106116032144,0.3650255793784247,2
0.5906549052554081,0.4287364466042408,2
0.5078164535901696,0.6067031843814137,2
0.47831917495683585,0.5456156333864414,2
0.7423112938509583,0.5184151694097593,2
0.7181847118850739,0.44023532446373453,2
0.6749256253809721,0.8038685894425878,2
0.2504566826555118,0.4873019921922879,2
0.6816103228726211,0.5712850461280718,2
0.6524879527740512,0.514583595747404,2
0.6122456451807179,0.5779839142355773,2
0.7651493229495313,0.6359805407146976,2
0.6477442263400012,0.5417518008480523,2
0.5310420664819145,0.5388270344269963,2
0.655783956945851,0.5404638037675388,2
0.640980353265763,0.8935059956804332,2
0.7231956370111339,0.5538933099155458,2
0.769877302003563,0.5422894273002462,2
0.31176566405461187,0.4574350667057946,2
0.33543006929072183,0.5502884863511762,2
0.6026047521646795,0.8370840383488004,2
0.6462345125888297,0.5690145060635386,2
0.7172956621617629,0.2872982457759024,2
0.6333209303569678,0.7090168011956314,2
0.39089632780798295,0.7617512479922302,2
